	GSM1867414_sample_table.txt	GSM1867415_sample_table.txt	GSM1867416_sample_table.txt	GSM1867417_sample_table.txt	GSM1867418_sample_table.txt	GSM1867419_sample_table.txt	GSM1867420_sample_table.txt	GSM1867421_sample_table.txt	GSM1867422_sample_table.txt	GSM1867423_sample_table.txt	GSM1867424_sample_table.txt	GSM1867425_sample_table.txt	GSM1867426_sample_table.txt	GSM1867427_sample_table.txt	GSM1867428_sample_table.txt	GSM1867429_sample_table.txt
ILMN_1254526	8.37913	8.33927	8.39189	8.34423	8.35855	8.33476	8.36458	8.37172	8.39657	8.34310	8.34574	8.34742	8.38158	8.34063	8.37389	8.33607
ILMN_1254529	8.36304	8.41161	8.37182	8.40716	8.33383	8.39184	8.36681	8.38801	8.41315	8.40531	8.41857	8.37528	8.34856	8.36072	8.35897	8.37494
ILMN_1254531	8.47337	8.45587	8.44659	8.38885	8.46835	8.43226	8.49189	8.43661	8.44211	8.46279	8.43594	8.46494	8.51263	8.44985	8.49489	8.46955
ILMN_1254540	9.34885	9.34802	9.36406	9.32227	9.45141	9.48601	9.47272	9.45397	9.34105	9.38099	9.34878	9.59805	9.41466	9.27201	9.35165	9.51086
ILMN_1254547	8.55552	8.58476	8.39959	8.43821	8.47878	8.51160	8.40986	8.39547	8.60326	8.62598	8.44387	8.48122	8.58097	8.44620	8.48712	8.52355
ILMN_1254548	8.29577	8.33717	8.32424	8.31744	8.34325	8.30794	8.33540	8.32675	8.32440	8.34598	8.35502	8.31484	8.32489	8.32378	8.33816	8.33657
ILMN_1254551	10.27030	10.34120	10.50496	10.22850	10.66379	10.44873	10.42123	10.47769	10.48471	10.58526	10.45528	10.49099	10.39951	10.47851	10.50896	10.46141
ILMN_1254554	8.43601	8.43962	8.51703	8.47085	8.47985	8.50476	8.50009	8.46688	8.46638	8.47538	8.50998	8.49769	8.52603	8.47508	8.48994	8.50296
ILMN_1254561	8.41084	8.43994	8.39708	8.41283	8.43760	8.45090	8.42808	8.38689	8.39722	8.41031	8.45183	8.40911	8.37752	8.38874	8.42839	8.40223
ILMN_1254562	8.72780	8.85328	8.73609	8.73905	8.68342	8.69613	8.70680	8.72467	8.73695	8.67226	8.68750	8.72074	8.74114	8.66642	8.66732	8.70236
ILMN_1254563	8.33439	8.33034	8.35694	8.35165	8.37140	8.34692	8.34375	8.34089	8.32824	8.35277	8.36606	8.34785	8.32613	8.36819	8.31959	8.33864
ILMN_1254573	8.33485	8.31849	8.33860	8.34485	8.32865	8.33328	8.31695	8.31198	8.33790	8.32422	8.32461	8.31258	8.36515	8.30862	8.30926	8.30573
ILMN_1254576	8.32045	8.33521	8.33626	8.33818	8.32448	8.31443	8.30801	8.32550	8.31845	8.33155	8.33508	8.30523	8.29873	8.31818	8.32366	8.31360
ILMN_1254597	8.31275	8.29791	8.31833	8.34579	8.30611	8.34761	8.33437	8.30855	8.34184	8.34110	8.32483	8.31225	8.32810	8.33432	8.32109	8.31127
ILMN_1254628	8.38247	8.31808	8.35510	8.37340	8.36600	8.34381	8.33258	8.33177	8.37437	8.39671	8.39044	8.39277	8.35188	8.42928	8.33249	8.31587
ILMN_1254630	10.93465	10.78656	10.98001	10.86800	10.77638	10.79689	10.74252	10.61146	10.73580	10.61514	10.80885	10.44028	10.82505	10.70697	11.07141	10.59160
ILMN_1254632	8.33782	8.34097	8.34007	8.32080	8.31820	8.34636	8.29316	8.34873	8.33060	8.32294	8.31336	8.33366	8.35116	8.33164	8.33104	8.31857
ILMN_1254634	8.65244	8.55118	8.52303	8.63426	8.59001	8.55815	8.55832	8.54235	8.54569	8.54037	8.59545	8.53142	8.52448	8.55827	8.57003	8.49216
ILMN_1254639	8.61355	8.68317	8.63857	8.64379	8.61059	8.67842	8.58344	8.69972	8.68938	8.72156	8.67225	8.65785	8.67138	8.59382	8.66069	8.67481
ILMN_1254644	8.59820	8.56095	8.55306	8.51793	8.47543	8.53963	8.56482	8.50227	8.53170	8.53694	8.49228	8.48049	8.47355	8.53721	8.56401	8.50780
ILMN_1254646	8.34846	8.34574	8.32579	8.30812	8.38274	8.32482	8.37565	8.33478	8.32178	8.33861	8.34791	8.36427	8.37049	8.35562	8.36798	8.34930
ILMN_1254653	8.65472	8.58804	8.52951	8.66718	8.52356	8.50181	8.52263	8.52885	8.61338	8.52429	8.63151	8.54440	8.59275	8.53495	8.56410	8.59774
ILMN_1254655	8.35657	8.35852	8.33132	8.36508	8.35942	8.33280	8.39901	8.33852	8.36790	8.40859	8.42316	8.32849	8.33753	8.34800	8.31233	8.37201
ILMN_1254656	8.32684	8.32344	8.34455	8.32899	8.32172	8.31699	8.31642	8.32675	8.35038	8.34706	8.32667	8.32597	8.29283	8.32262	8.35406	8.31409
ILMN_1254663	8.33216	8.32910	8.30831	8.31168	8.32290	8.34335	8.34824	8.33377	8.34551	8.34215	8.32610	8.34215	8.32335	8.33848	8.30388	8.33023
ILMN_1254669	12.10598	12.17429	12.12690	12.21872	12.12413	12.15909	12.33855	12.17182	11.98525	11.98827	12.02073	12.21178	12.01600	12.09423	12.06639	12.16066
ILMN_1254670	8.42232	8.40199	8.41976	8.39485	8.45834	8.45213	8.43832	8.44351	8.37491	8.39473	8.37824	8.42568	8.36812	8.39518	8.40905	8.42449
ILMN_1254684	8.62722	8.59350	8.65239	8.63657	8.64080	8.69079	8.60758	8.59381	8.52294	8.67799	8.61578	8.62630	8.66388	8.67966	8.58149	8.65293
ILMN_1254692	8.32164	8.33386	8.30585	8.33640	8.31387	8.31363	8.29285	8.30235	8.34191	8.30372	8.35711	8.30249	8.32356	8.32391	8.32798	8.34161
ILMN_1254697	8.33116	8.36606	8.30040	8.33411	8.31962	8.32877	8.30494	8.33416	8.34255	8.33433	8.30919	8.30151	8.31953	8.32438	8.31197	8.29583
ILMN_1254705	12.59025	12.64763	12.83013	12.80852	12.90943	12.73314	12.60967	12.79442	12.73246	12.74944	12.70616	12.60023	12.67681	12.92214	12.79765	12.57160
ILMN_1254710	8.31820	8.31164	8.32986	8.33372	8.30199	8.36128	8.31535	8.31270	8.31326	8.29226	8.32200	8.32221	8.32133	8.32098	8.30161	8.34157
ILMN_1254715	11.75009	11.88576	11.77553	11.86529	11.86592	11.68829	11.51916	11.83379	11.85094	11.82255	11.85560	11.84098	11.62130	11.81640	11.71660	11.74169
ILMN_1254721	8.31147	8.33774	8.36308	8.29351	8.30426	8.34012	8.32558	8.33980	8.34461	8.31805	8.32178	8.34605	8.30935	8.31102	8.33759	8.31168
ILMN_1254734	12.00631	12.04207	12.08100	11.95733	12.08863	11.95052	11.77623	11.98012	11.91843	12.00045	12.04669	12.01945	11.81377	12.07954	12.07638	11.82879
ILMN_1254736	8.45998	8.43617	8.49422	8.42976	8.43835	8.46569	8.55403	8.43395	8.46807	8.47341	8.43760	8.44113	8.51417	8.46996	8.48642	8.50518
ILMN_1254737	8.48775	8.46676	8.48718	8.52038	8.47675	8.47445	8.46418	8.46276	8.51935	8.45495	8.48561	8.44882	8.46663	8.49078	8.47533	8.44344
ILMN_1254745	8.36868	8.38351	8.37237	8.38971	8.41298	8.38892	8.38687	8.38075	8.39186	8.41208	8.39811	8.40425	8.40314	8.43972	8.37291	8.37617
ILMN_1254747	8.34683	8.34503	8.33166	8.32783	8.30832	8.34696	8.31462	8.33139	8.35149	8.32958	8.30547	8.32374	8.31092	8.32102	8.35482	8.32043
ILMN_1254756	8.31580	8.32259	8.31390	8.28890	8.33161	8.32668	8.29419	8.34396	8.35269	8.31212	8.31474	8.30710	8.29998	8.30469	8.31693	8.30180
ILMN_1254761	8.30623	8.31918	8.32637	8.30060	8.30721	8.33391	8.32352	8.31739	8.30912	8.33904	8.32408	8.34204	8.29128	8.35433	8.35475	8.33965
ILMN_1254763	8.34785	8.31373	8.33443	8.31877	8.30613	8.31457	8.29509	8.30383	8.31779	8.34248	8.30670	8.30821	8.32341	8.33489	8.34532	8.34901
ILMN_1254785	8.33495	8.32336	8.30769	8.31511	8.29897	8.30958	8.28959	8.30168	8.31646	8.30804	8.31853	8.32842	8.31170	8.32515	8.29880	8.29759
ILMN_1254786	13.80741	13.57891	13.77054	13.86212	13.60741	13.62894	13.56528	13.50736	13.49195	13.50265	13.34936	13.38031	13.50274	13.70415	13.59170	13.31799
ILMN_1254788	8.30810	8.35243	8.35710	8.34512	8.34352	8.34961	8.33986	8.35435	8.37187	8.35995	8.34553	8.34677	8.35561	8.34486	8.39998	8.36095
ILMN_1254793	8.71376	8.75348	8.74662	8.72658	8.69660	8.71023	8.70356	8.69507	8.81032	8.65157	8.74929	8.80149	8.73935	8.65026	8.73686	8.72963
ILMN_1254808	8.32222	8.31347	8.32841	8.31025	8.32952	8.31320	8.32783	8.33326	8.29352	8.31877	8.31784	8.29060	8.31263	8.30774	8.31650	8.32115
ILMN_1254813	8.41400	8.43310	8.39982	8.44931	8.40655	8.44576	8.39102	8.41501	8.39317	8.40330	8.39431	8.36387	8.40653	8.40627	8.38220	8.38185
ILMN_1254814	9.07820	9.10400	8.97951	9.03948	9.10538	9.12036	9.31555	9.12852	9.02683	9.14579	9.00717	9.19045	9.20907	9.14095	9.09247	9.21461
ILMN_1254829	8.32549	8.31751	8.31008	8.32893	8.31908	8.34027	8.31630	8.31213	8.31915	8.33353	8.32827	8.33144	8.30707	8.31623	8.33519	8.31793
ILMN_1254831	8.32771	8.32122	8.32770	8.33201	8.31743	8.29525	8.32705	8.31094	8.28574	8.31332	8.30911	8.30400	8.33128	8.32453	8.30425	8.33052
ILMN_1254837	8.76431	8.79565	8.72594	8.74254	8.63108	8.64834	8.63468	8.71065	8.75674	8.66800	8.61449	8.69852	8.95779	8.73741	8.85500	8.70576
ILMN_1254840	8.94977	8.92902	8.87181	8.87802	8.99121	8.90687	8.80019	9.01137	8.82495	8.95518	8.89776	8.84033	8.95433	8.79703	8.81969	8.79902
ILMN_1254854	8.35249	8.35505	8.35757	8.35632	8.33223	8.33313	8.32678	8.34348	8.34635	8.36185	8.34540	8.31659	8.34246	8.33926	8.31001	8.31646
ILMN_1254878	11.06928	10.91833	10.72514	11.02984	10.98759	10.98711	11.16055	11.08745	10.95715	11.01461	10.82982	11.00262	11.06113	10.87781	10.81298	11.10650
ILMN_1254883	8.55620	8.56259	8.61899	8.57089	8.66290	8.60649	8.59363	8.61693	8.54961	8.61178	8.59675	8.64174	8.63628	8.64352	8.61244	8.65450
ILMN_1254884	8.34543	8.31249	8.32692	8.32258	8.29205	8.28784	8.31690	8.28213	8.32135	8.31921	8.30314	8.30391	8.32207	8.30627	8.31494	8.30359
ILMN_1254886	8.32820	8.37212	8.35425	8.36368	8.40964	8.37043	8.38977	8.36987	8.37396	8.36648	8.37620	8.34302	8.34786	8.33887	8.35925	8.35163
ILMN_1254902	8.36116	8.38715	8.33671	8.37145	8.37532	8.34916	8.39225	8.37397	8.39970	8.38206	8.34882	8.38655	8.40954	8.38911	8.37049	8.39204
ILMN_1254905	8.81691	8.87707	8.96754	8.75423	8.81892	8.82806	8.88427	8.86556	8.87462	8.95654	8.88332	8.87105	8.80116	9.00134	8.92195	8.90169
ILMN_1254906	8.31937	8.37656	8.38726	8.33760	8.34692	8.34058	8.37672	8.35985	8.33598	8.35067	8.33467	8.37553	8.38276	8.37019	8.37169	8.34961
ILMN_1254911	8.31679	8.30776	8.32173	8.33528	8.30084	8.31091	8.32975	8.30655	8.30104	8.33003	8.30569	8.31504	8.31888	8.30308	8.32184	8.33993
ILMN_1254919	8.34373	8.33803	8.31892	8.32242	8.30677	8.31773	8.29181	8.31610	8.33390	8.29723	8.29857	8.30467	8.30290	8.33355	8.30844	8.31140
ILMN_1254924	8.48642	8.49651	8.45569	8.49071	8.49110	8.49469	8.43748	8.42894	8.46718	8.48576	8.48439	8.46155	8.52507	8.45163	8.46157	8.47210
ILMN_1254927	10.65278	10.69449	11.09122	10.89938	10.69437	10.60086	10.82301	10.61607	10.52559	10.61502	10.78488	10.53036	10.46442	10.60581	10.77326	10.46135
ILMN_1254929	9.23340	9.15233	9.15886	9.03882	9.10387	9.23344	9.29737	9.13267	9.23890	9.18285	9.21818	9.29728	9.15676	9.17889	9.22273	9.26956
ILMN_1254930	8.40911	8.40214	8.44752	8.37439	8.33381	8.40529	8.37057	8.34928	8.39873	8.38282	8.41613	8.44740	8.40361	8.35780	8.36902	8.34996
ILMN_1254931	8.32656	8.34102	8.33740	8.35646	8.33931	8.34284	8.33385	8.34202	8.37385	8.33850	8.30075	8.34116	8.30670	8.33058	8.32984	8.35818
ILMN_1254938	8.59344	8.66719	8.50675	8.63384	8.55226	8.64593	8.62507	8.60958	8.60811	8.63580	8.62819	8.60609	8.69846	8.56006	8.59656	8.62840
ILMN_1254943	8.79182	8.98827	8.84555	8.82008	8.82160	8.85040	8.79349	8.87612	8.93427	8.73872	8.77569	8.90579	8.94026	8.83251	8.78823	8.91646
ILMN_1254953	8.61918	8.53768	8.62606	8.65243	8.57445	8.52983	8.57651	8.57599	8.56631	8.61475	8.53206	8.50356	8.51711	8.64871	8.68316	8.49233
ILMN_1254954	8.33643	8.31293	8.31460	8.31704	8.30880	8.30802	8.32892	8.31728	8.34146	8.32815	8.32970	8.30855	8.33771	8.32812	8.32671	8.31866
ILMN_1254962	8.28594	8.31957	8.38327	8.32641	8.30187	8.32492	8.33957	8.31703	8.35528	8.30532	8.31659	8.29685	8.34265	8.32263	8.31726	8.33165
ILMN_1254966	9.02302	8.96037	8.97646	9.10271	9.11824	9.06265	9.04269	9.06335	8.98130	8.98176	8.98556	8.95236	9.05132	8.97140	9.00804	8.96426
ILMN_1254971	14.50951	14.46998	14.46697	14.55627	14.37044	14.28004	14.16987	14.40437	14.32298	14.37964	14.48181	14.39035	14.31613	14.33806	14.44730	14.30387
ILMN_1254975	8.34026	8.32438	8.33560	8.34326	8.36536	8.31163	8.35390	8.37355	8.39260	8.41781	8.38635	8.35787	8.32602	8.31920	8.34742	8.35614
ILMN_1254983	8.35188	8.39090	8.34753	8.35788	8.35389	8.34502	8.37103	8.35570	8.34214	8.34827	8.35184	8.36273	8.32943	8.34935	8.36238	8.34357
ILMN_1254987	10.93535	10.89679	10.90703	10.92294	11.15084	10.85132	11.06418	10.81759	10.78538	10.67307	10.87800	10.92025	10.91401	10.97853	11.00567	11.06931
ILMN_1254994	8.31573	8.31820	8.33200	8.33785	8.30022	8.30484	8.31850	8.31830	8.33288	8.32025	8.34375	8.31680	8.35532	8.31112	8.33860	8.32334
ILMN_1254995	8.36643	8.41311	8.39930	8.37240	8.39635	8.43338	8.39228	8.36868	8.40818	8.38853	8.39977	8.42505	8.38629	8.39730	8.41240	8.36359
ILMN_1254996	8.44179	8.47839	8.44324	8.42059	8.41890	8.42130	8.44368	8.42444	8.41193	8.41474	8.42558	8.35449	8.47371	8.45093	8.44124	8.43474
ILMN_1255006	9.85406	9.88758	9.57127	9.59123	9.97353	9.80748	9.87113	9.83803	9.84121	9.81499	9.78578	9.89219	10.00856	9.81518	9.80088	9.95880
ILMN_1255012	8.31961	8.30893	8.32156	8.29866	8.32886	8.31961	8.29697	8.30136	8.33482	8.30068	8.29392	8.30372	8.28045	8.31712	8.33393	8.29755
ILMN_1255013	9.90489	9.89911	9.86592	9.67480	9.84590	9.89368	9.92832	9.91401	9.90208	9.84149	9.76662	9.76025	9.87183	9.88372	9.82564	9.86114
ILMN_1255021	8.36816	8.35157	8.36830	8.33867	8.35789	8.36362	8.34558	8.35224	8.34664	8.38770	8.33392	8.34781	8.35332	8.43219	8.36634	8.37110
ILMN_1255033	8.39755	8.35382	8.33929	8.35486	8.32395	8.38562	8.36352	8.36551	8.40739	8.34373	8.36939	8.39449	8.34363	8.33537	8.35153	8.33835
ILMN_1255046	8.40446	8.38126	8.42817	8.34847	8.43632	8.34638	8.39064	8.41702	8.61144	8.44885	8.38245	8.38338	8.33703	8.32973	8.45922	8.34826
ILMN_1255047	8.35098	8.36338	8.37449	8.37284	8.34903	8.32090	8.38118	8.35062	8.35941	8.32683	8.40706	8.34932	8.37549	8.33246	8.33772	8.32579
ILMN_1255050	8.34354	8.33059	8.33865	8.33376	8.37026	8.35049	8.36897	8.34599	8.38295	8.35206	8.36886	8.34461	8.34791	8.35489	8.36841	8.34061
ILMN_1255053	8.37598	8.39267	8.40863	8.40101	8.37736	8.34926	8.35903	8.40809	8.40711	8.37367	8.39954	8.38576	8.36528	8.38659	8.37806	8.34538
ILMN_1255063	8.43621	8.42217	8.44939	8.39512	8.42977	8.37694	8.48401	8.40275	8.42440	8.43449	8.41500	8.41414	8.42295	8.41359	8.43220	8.44641
ILMN_1255080	8.31587	8.33684	8.33957	8.31611	8.32647	8.31117	8.30616	8.30851	8.32317	8.32138	8.32452	8.31438	8.33763	8.31406	8.31842	8.31916
ILMN_1255085	8.31341	8.30926	8.29637	8.32591	8.32055	8.26646	8.30937	8.31310	8.35805	8.37157	8.31877	8.30534	8.30239	8.31669	8.29908	8.32437
ILMN_1255094	8.32821	8.32390	8.33134	8.35779	8.28683	8.30987	8.35499	8.33908	8.33701	8.34193	8.34942	8.31196	8.30236	8.32769	8.33227	8.37845
ILMN_1255110	8.57683	8.66001	8.64014	8.61760	8.59041	8.67899	8.62750	8.60229	8.66574	8.64464	8.63233	8.63749	8.61427	8.64127	8.69113	8.65939
ILMN_1255112	8.34138	8.29983	8.30462	8.31850	8.32633	8.33705	8.31531	8.32949	8.32959	8.31012	8.30359	8.33730	8.32260	8.32059	8.33663	8.30969
ILMN_1255146	10.04642	9.98832	10.19439	9.98192	10.00501	9.92886	9.89731	9.91063	10.01446	10.01668	10.02525	9.97016	10.00897	10.04980	9.85736	9.97002
ILMN_1255147	8.34369	8.35140	8.36062	8.33140	8.36634	8.35635	8.33719	8.36874	8.30872	8.32376	8.31426	8.33174	8.34874	8.32657	8.35569	8.34113
ILMN_1255164	8.28845	8.31333	8.35368	8.31765	8.34788	8.34958	8.31451	8.34865	8.31613	8.30645	8.30693	8.34882	8.38471	8.34163	8.32341	8.33995
ILMN_1255166	8.37882	8.34588	8.36096	8.34007	8.32592	8.32666	8.31652	8.30669	8.35460	8.35138	8.34089	8.38494	8.37194	8.33414	8.34918	8.34949
ILMN_1255175	8.60444	8.65600	8.52178	8.58264	8.58121	8.54830	8.56432	8.58325	8.72381	8.62630	8.50589	8.54306	8.54811	8.53753	8.50772	8.52545
ILMN_1255177	8.38644	8.44161	8.39864	8.38952	8.44166	8.41838	8.46112	8.40146	8.44161	8.44753	8.44089	8.38958	8.39268	8.39372	8.45205	8.36698
ILMN_1255186	8.34312	8.34715	8.31448	8.32456	8.33998	8.36517	8.33841	8.36482	8.34271	8.35110	8.34537	8.33592	8.34015	8.35607	8.32479	8.33199
ILMN_1255190	8.39880	8.38108	8.39064	8.37614	8.36843	8.36800	8.36196	8.35309	8.36431	8.34082	8.33249	8.36914	8.38588	8.36668	8.37479	8.37767
ILMN_1255201	8.34082	8.35052	8.35652	8.36213	8.33840	8.33899	8.34138	8.33387	8.34781	8.33612	8.35994	8.35800	8.35107	8.33898	8.33770	8.35708
ILMN_1255207	9.10039	9.15117	9.14407	9.07417	9.11215	9.06860	9.20392	8.95806	8.95279	9.10622	8.98811	8.93270	9.00278	9.04803	9.05281	9.05613
ILMN_1255211	8.33619	8.34080	8.35909	8.33331	8.33446	8.32403	8.31812	8.33484	8.38198	8.33866	8.30225	8.35414	8.33437	8.33344	8.33222	8.35336
ILMN_1255216	11.95991	12.04629	11.97753	12.01589	11.86081	11.87341	12.04304	11.90643	12.05663	12.08396	12.08634	12.01183	11.97603	11.99473	11.94160	11.92272
ILMN_1255220	8.66293	8.75614	8.71978	8.87457	8.64327	8.59619	8.74421	8.67649	8.70637	8.63565	8.65924	8.76300	8.73111	8.67632	8.53829	8.67409
ILMN_1255231	8.33214	8.36694	8.33971	8.36520	8.37533	8.33994	8.32738	8.35558	8.36911	8.34827	8.35236	8.33423	8.36151	8.35387	8.37589	8.35572
ILMN_1255236	8.51810	8.57146	8.58669	8.59562	8.56169	8.58715	8.64800	8.56058	8.52625	8.56952	8.56415	8.54465	8.53135	8.59382	8.58514	8.58595
ILMN_1255237	11.64472	11.46898	11.48153	11.55889	11.63720	11.49575	11.60228	11.56259	11.55586	11.56304	11.65107	11.66359	11.70605	11.54687	11.50770	11.58288
ILMN_1255254	9.07212	9.26433	9.04686	9.39984	9.17046	9.07724	9.05319	9.27843	9.28291	9.15494	9.24193	9.12992	9.22883	9.16903	9.24806	9.10614
ILMN_1255255	8.71979	8.85003	8.76417	8.66551	8.76422	8.72618	8.86144	8.70619	8.81336	8.76433	8.64088	8.84966	8.73831	8.74045	8.85068	8.96025
ILMN_1255256	9.91334	9.81108	9.95936	9.98365	9.99274	9.94088	9.97436	9.78126	9.89952	9.96036	9.94263	9.80855	9.91738	9.92316	9.80791	9.85145
ILMN_1255259	8.53056	8.49773	8.62636	8.45338	8.57816	8.53465	8.48961	8.55174	8.51128	8.54042	8.52922	8.59463	8.59586	8.52121	8.55218	8.57294
ILMN_1255263	8.35598	8.37082	8.37195	8.39381	8.32544	8.40461	8.32861	8.36365	8.37874	8.33565	8.37528	8.37090	8.31355	8.33279	8.31851	8.33582
ILMN_1255301	8.41101	8.39941	8.38540	8.41021	8.42971	8.41093	8.43850	8.40251	8.40426	8.39080	8.42957	8.39034	8.39611	8.40422	8.40516	8.41860
ILMN_1255311	8.33337	8.35859	8.38214	8.37296	8.34092	8.34762	8.37036	8.33443	8.37873	8.35819	8.37092	8.41649	8.36638	8.38235	8.32204	8.38528
ILMN_1255322	8.35963	8.32796	8.32951	8.30545	8.32192	8.32991	8.35706	8.33266	8.30261	8.38007	8.34705	8.30430	8.30959	8.31772	8.32744	8.33504
ILMN_1255323	8.53324	8.52114	8.53157	8.55023	8.53391	8.60404	8.48896	8.63058	8.51201	8.49640	8.59820	8.59697	8.44867	8.55776	8.56430	8.54789
ILMN_1255332	8.32632	8.32976	8.34487	8.33417	8.32314	8.31909	8.33636	8.32503	8.33927	8.34074	8.34284	8.32927	8.34887	8.33384	8.33847	8.32729
ILMN_1255335	8.37589	8.34255	8.35822	8.35712	8.35627	8.40343	8.37865	8.38376	8.31313	8.34917	8.35252	8.37729	8.34238	8.35277	8.36664	8.33423
ILMN_1255339	8.34913	8.31134	8.31943	8.30080	8.32879	8.32107	8.30325	8.33827	8.33973	8.35414	8.32608	8.32404	8.33323	8.34139	8.34636	8.33828
ILMN_1255342	8.38901	8.32312	8.34550	8.33929	8.31942	8.35541	8.35618	8.34187	8.34552	8.33467	8.30796	8.33521	8.30903	8.31781	8.30657	8.34268
ILMN_1255356	8.32582	8.34464	8.32101	8.31260	8.31479	8.31038	8.36513	8.33085	8.33962	8.33305	8.35862	8.35399	8.30685	8.30928	8.31625	8.32216
ILMN_1255360	8.36878	8.32817	8.36098	8.44427	8.33522	8.32916	8.34137	8.37039	8.31246	8.32226	8.36953	8.34834	8.33260	8.30533	8.31209	8.35725
ILMN_1255361	8.30380	8.34638	8.34806	8.29868	8.36578	8.35270	8.34604	8.33594	8.29766	8.32975	8.32249	8.32987	8.36614	8.36960	8.34720	8.35014
ILMN_1255363	8.97452	8.77784	8.79306	8.83934	8.82240	8.80361	8.82645	8.79616	8.86114	8.82735	8.77970	8.80615	8.85203	8.85749	8.81610	8.86797
ILMN_1255365	8.40234	8.42548	8.40407	8.43009	8.41414	8.36191	8.39659	8.37084	8.44719	8.41413	8.38836	8.41772	8.39689	8.36168	8.39131	8.36303
ILMN_1255375	8.32508	8.32715	8.33401	8.37828	8.32992	8.34696	8.32544	8.36556	8.32414	8.35524	8.33540	8.37593	8.36094	8.31529	8.34244	8.31604
ILMN_1255376	9.29822	9.14411	9.08111	9.15941	9.31842	9.13166	9.19952	9.21225	9.09000	9.26485	9.10849	9.21668	9.15428	9.21980	9.18755	9.16314
ILMN_1255385	8.70955	8.72572	8.68847	8.70556	8.68249	8.72803	8.73941	8.66916	8.66191	8.79607	8.78122	8.75220	8.85543	8.86773	8.70496	9.05079
ILMN_1255390	8.38527	8.36587	8.39662	8.39995	8.39660	8.41252	8.41497	8.36093	8.40613	8.33000	8.36431	8.42033	8.37118	8.38685	8.35997	8.37206
ILMN_1255403	8.30010	8.34450	8.31589	8.34689	8.31083	8.33705	8.31874	8.31390	8.35204	8.32224	8.32042	8.35930	8.32536	8.31807	8.33968	8.31610
ILMN_1255407	8.35000	8.32181	8.32364	8.30928	8.32537	8.30847	8.32759	8.33477	8.31313	8.35030	8.30881	8.33881	8.32957	8.30637	8.33691	8.30166
ILMN_1255408	8.32492	8.32924	8.29243	8.32671	8.32557	8.31233	8.29915	8.31165	8.29569	8.31475	8.31759	8.32841	8.32980	8.32652	8.31062	8.31822
ILMN_1255414	8.32739	8.35135	8.34231	8.32632	8.33371	8.37532	8.35567	8.32365	8.32004	8.31747	8.31820	8.37832	8.34857	8.34295	8.34278	8.32035
ILMN_1255416	11.72440	11.87775	12.13946	12.04924	11.99083	11.77777	11.65511	11.94126	11.85761	12.01185	12.24974	11.63788	11.58954	11.71479	11.88108	11.84073
ILMN_1255422	9.96311	9.69795	10.29468	9.98120	9.83808	9.97065	10.18306	9.72509	9.50872	10.06775	9.65464	10.02948	10.28951	10.01260	9.75502	10.10028
ILMN_1255423	8.62404	8.64363	8.65591	8.58215	8.57737	8.59964	8.54787	8.62386	8.64884	8.61736	8.55893	8.60796	8.55352	8.58360	8.52962	8.56141
ILMN_1255438	10.98493	10.91675	10.76117	10.72908	10.79157	10.77627	10.79569	10.73847	10.85596	10.86641	10.94307	10.91867	11.00126	10.67208	10.76806	10.88520
ILMN_1255439	8.45096	8.44144	8.40842	8.42431	8.40918	8.42772	8.50006	8.42524	8.43552	8.45372	8.43704	8.42322	8.44397	8.43369	8.45506	8.46359
ILMN_1255453	8.81799	8.84064	8.78267	8.96874	8.99770	8.85544	8.95794	9.01903	8.75600	8.86474	8.81765	8.77918	8.81930	8.93332	8.91483	8.94975
ILMN_1255463	8.34392	8.33415	8.31153	8.34316	8.31895	8.30200	8.31251	8.32581	8.33324	8.34864	8.32992	8.36568	8.32944	8.35548	8.34110	8.33223
ILMN_1255473	8.59041	8.60580	8.62425	8.63930	8.70309	8.67550	8.71837	8.62312	8.59727	8.60387	8.59533	8.59391	8.61897	8.60166	8.63371	8.66112
ILMN_1255479	8.33184	8.33475	8.30850	8.30875	8.35891	8.32615	8.34766	8.32518	8.32842	8.37267	8.34423	8.35704	8.33669	8.34283	8.34693	8.31452
ILMN_1255483	8.29965	8.31676	8.31719	8.34943	8.33014	8.29599	8.32711	8.34548	8.32579	8.33328	8.32078	8.34558	8.29859	8.33102	8.32852	8.29922
ILMN_1255485	8.35042	8.40527	8.34755	8.39262	8.33559	8.34681	8.34043	8.34622	8.37351	8.34611	8.35044	8.34806	8.34182	8.34216	8.37146	8.34129
ILMN_1255489	8.32816	8.33597	8.33979	8.32779	8.31051	8.33473	8.34598	8.32028	8.33091	8.34054	8.33627	8.32496	8.35480	8.33215	8.33124	8.32127
ILMN_1255492	8.34542	8.32679	8.30842	8.31491	8.33761	8.31816	8.33393	8.36279	8.33044	8.32039	8.35327	8.35808	8.31014	8.34801	8.33967	8.35580
ILMN_1255496	9.53292	9.56436	9.49244	9.54089	9.54590	9.44398	9.56728	9.52276	9.45379	9.48566	9.49197	9.46167	9.51157	9.61204	9.51249	9.50161
ILMN_1255497	8.34523	8.38933	8.37041	8.36533	8.36889	8.33255	8.35185	8.34134	8.36561	8.35092	8.34718	8.37819	8.36648	8.36434	8.32637	8.36307
ILMN_1255510	10.79263	10.91648	11.01802	10.95043	10.72323	10.79770	10.65768	10.89889	10.95181	10.81678	10.82649	10.71625	10.72065	10.87688	10.80673	10.62317
