	GSM1867414_sample_table.txt	GSM1867415_sample_table.txt	GSM1867416_sample_table.txt	GSM1867417_sample_table.txt	GSM1867418_sample_table.txt	GSM1867419_sample_table.txt	GSM1867420_sample_table.txt	GSM1867421_sample_table.txt	GSM1867422_sample_table.txt	GSM1867423_sample_table.txt	GSM1867424_sample_table.txt	GSM1867425_sample_table.txt	GSM1867426_sample_table.txt	GSM1867427_sample_table.txt	GSM1867428_sample_table.txt	GSM1867429_sample_table.txt
ILMN_2664884	8.49221	8.56832	8.47859	8.48889	8.46540	8.48692	8.50031	8.46910	8.50248	8.51264	8.55913	8.44524	8.50375	8.47219	8.50823	8.42281
ILMN_2664909	8.43563	8.43086	8.42255	8.40189	8.46575	8.42571	8.40179	8.43624	8.41062	8.42111	8.42295	8.42676	8.40620	8.46643	8.46524	8.45034
ILMN_2664929	8.31584	8.37542	8.34821	8.32651	8.34219	8.34181	8.31441	8.32540	8.33442	8.34784	8.34036	8.34135	8.34217	8.35192	8.32789	8.33391
ILMN_2664937	8.34477	8.32214	8.34325	8.33424	8.36268	8.34451	8.34001	8.34998	8.41517	8.34259	8.36131	8.32622	8.38084	8.36813	8.31832	8.34381
ILMN_2664950	9.44237	9.39794	9.45071	9.34243	9.53604	9.52051	9.56224	9.52285	9.58591	9.50845	9.47678	9.56347	9.59684	9.48244	9.65626	9.44051
ILMN_2664972	10.89097	10.86017	10.89953	10.82032	10.92182	10.83544	10.91143	10.76562	11.02097	10.97377	10.96279	10.89876	10.90920	10.86437	10.82380	10.85887
ILMN_2664993	8.99372	8.92183	8.98081	8.97904	9.03869	8.99563	8.85837	8.95192	8.87268	8.84666	8.91340	8.90036	8.90323	9.05181	9.02399	8.87381
ILMN_2665001	8.31850	8.32173	8.30814	8.30403	8.30290	8.31332	8.30902	8.31608	8.29624	8.31092	8.32363	8.34044	8.31246	8.31874	8.33934	8.30849
ILMN_2665008	9.08876	9.07205	8.95417	9.04832	9.08734	9.10354	9.10993	9.01013	9.01459	8.96505	9.11329	9.01234	8.97823	9.10630	9.16927	9.08993
ILMN_2665035	8.61673	8.65687	8.62201	8.67867	8.65067	8.63299	8.65694	8.61539	8.69818	8.63388	8.64296	8.84296	8.72249	8.62122	8.66596	8.87410
ILMN_2665050	8.72703	8.84010	8.66785	8.69331	8.62744	8.68263	8.60470	8.64472	8.85709	8.78928	8.70683	8.64689	8.72489	8.60723	8.61377	8.62970
ILMN_2665054	8.47620	8.52808	8.47261	8.54819	8.48631	8.44184	8.42052	8.44092	8.41903	8.45511	8.43738	8.44002	8.49840	8.47255	8.45373	8.40738
ILMN_2665063	8.77860	8.83727	8.78656	8.81458	8.84648	8.77022	8.76852	8.84503	8.87087	8.73793	8.79706	8.82469	8.76451	8.78087	8.78241	8.81280
ILMN_2665087	8.36913	8.39078	8.39892	8.33450	8.38225	8.36529	8.38790	8.36775	8.39079	8.34517	8.35587	8.35559	8.38413	8.41686	8.38930	8.41522
ILMN_2665125	8.36248	8.37943	8.33584	8.35287	8.38076	8.34352	8.35007	8.32841	8.37920	8.33213	8.34077	8.33136	8.34614	8.35380	8.37921	8.33139
ILMN_2665131	9.59221	9.45695	9.52032	9.55004	9.51491	9.59512	9.55847	9.59039	9.43304	9.46989	9.51381	9.66864	9.60542	9.60838	9.52277	9.57435
ILMN_2665133	9.41403	9.72668	10.06743	9.92333	9.99074	9.59369	9.97026	9.68395	9.35121	9.52652	9.95063	9.63262	9.68527	9.80226	9.71507	9.69623
ILMN_2665161	8.77712	8.80453	8.79600	8.84396	8.80642	8.83346	8.74880	8.78761	8.76983	8.83028	8.78821	8.75373	8.83618	8.79080	8.78335	8.80709
ILMN_2665189	8.33903	8.35446	8.34403	8.36448	8.31890	8.33876	8.33964	8.32851	8.33043	8.32251	8.34055	8.33480	8.35340	8.33939	8.33264	8.33664
ILMN_2665198	8.87680	8.90831	8.90775	8.90432	8.82704	8.89544	8.85183	8.87353	8.85172	8.88380	8.95393	8.97947	8.91183	8.80830	8.84856	8.92280
ILMN_2665209	8.37442	8.29065	8.31003	8.32262	8.31149	8.32469	8.26547	8.29228	8.32187	8.33096	8.31349	8.30758	8.32330	8.30104	8.29105	8.32701
ILMN_2665238	8.32859	8.33069	8.34392	8.39390	8.35385	8.41730	8.36647	8.37342	8.35811	8.37561	8.34821	8.45119	8.37733	8.33759	8.32651	8.35050
ILMN_2665272	8.34704	8.33416	8.32832	8.31941	8.34680	8.35544	8.33327	8.33443	8.37950	8.33656	8.31398	8.32870	8.33587	8.34044	8.36160	8.37758
ILMN_2665301	8.37194	8.37034	8.36371	8.36380	8.38230	8.36480	8.36827	8.34771	8.35545	8.35825	8.36490	8.36310	8.34181	8.35620	8.34966	8.38541
ILMN_2665316	9.92508	9.90889	9.88724	9.94077	9.81237	9.80795	9.72957	9.85537	9.78532	9.77798	9.76566	9.90824	9.63233	9.82575	9.84138	9.73580
ILMN_2665326	8.31111	8.30393	8.29249	8.32259	8.33656	8.31660	8.31304	8.33365	8.31301	8.32216	8.30751	8.31570	8.31998	8.33038	8.32135	8.31654
ILMN_2665340	8.34720	8.32477	8.32140	8.34889	8.30823	8.33249	8.35212	8.29836	8.35217	8.33861	8.31868	8.29485	8.31072	8.31579	8.32278	8.31205
ILMN_2665352	8.35158	8.35147	8.37872	8.35107	8.33873	8.35769	8.34535	8.32470	8.35420	8.30954	8.33317	8.34684	8.33219	8.36283	8.33223	8.36430
ILMN_2665359	8.48015	8.48520	8.47258	8.46078	8.43642	8.47638	8.45895	8.44633	8.45815	8.46433	8.44192	8.47085	8.41612	8.45836	8.45078	8.52775
ILMN_2665364	8.39735	8.41692	8.38050	8.36795	8.42733	8.37344	8.41785	8.38009	8.36955	8.40626	8.36480	8.38497	8.39032	8.40535	8.36982	8.39394
ILMN_2665369	8.29052	8.34824	8.35096	8.30855	8.31481	8.33321	8.32203	8.30870	8.32933	8.33958	8.32179	8.31969	8.31333	8.32395	8.29671	8.32178
ILMN_2665387	8.95123	9.09556	9.01769	9.14885	9.14995	9.07662	9.10482	9.02048	9.04627	9.01607	9.08555	9.00821	8.99614	9.01025	9.07968	9.00155
ILMN_2665411	8.49485	8.46646	8.44608	8.50481	8.54431	8.44101	8.42007	8.45215	8.46412	8.44413	8.51055	8.42769	8.41405	8.48513	8.46840	8.47177
ILMN_2665422	9.48735	9.54534	9.54013	9.35322	9.35831	9.45534	9.32212	9.41463	9.64009	9.54416	9.55821	9.48762	9.45368	9.45474	9.45256	9.40195
ILMN_2665441	8.44536	8.40609	8.44583	8.43474	8.43131	8.42085	8.47203	8.44167	8.43780	8.39955	8.47440	8.44855	8.47321	8.47998	8.46185	8.41524
ILMN_2665459	8.36714	8.35642	8.31166	8.31992	8.30885	8.30162	8.30166	8.32446	8.35767	8.31609	8.32039	8.35116	8.29861	8.31476	8.31833	8.34163
ILMN_2665478	8.29656	8.32398	8.31694	8.31243	8.33231	8.35542	8.33608	8.33636	8.33460	8.35368	8.33515	8.29325	8.31708	8.33860	8.31484	8.32963
ILMN_2665490	9.89520	10.01729	9.86561	9.96973	9.79269	9.76070	9.74847	9.65297	10.08555	10.04263	9.90677	9.66911	9.60057	9.77399	9.88455	9.87567
ILMN_2665496	8.42463	8.44291	8.41362	8.42825	8.39373	8.45294	8.42847	8.43817	8.43193	8.38744	8.37161	8.41646	8.41494	8.43198	8.44072	8.49931
ILMN_2665516	8.32530	8.29280	8.35903	8.33864	8.38175	8.35678	8.34325	8.32885	8.34676	8.34691	8.33845	8.33927	8.32939	8.33017	8.33615	8.32462
ILMN_2665527	8.30704	8.31200	8.31809	8.31238	8.31644	8.29927	8.31423	8.32147	8.32204	8.30668	8.33449	8.31173	8.32785	8.29368	8.33467	8.30191
ILMN_2665535	8.31302	8.30741	8.32617	8.29677	8.31005	8.34334	8.30910	8.30221	8.29247	8.31848	8.30258	8.33080	8.31362	8.31569	8.31740	8.30841
ILMN_2665545	8.67977	8.79239	8.82287	9.01392	8.82453	8.76204	8.72250	8.82722	8.88037	8.86904	8.82320	8.81033	8.79147	8.87500	8.79511	8.83188
ILMN_2665552	10.30383	10.30545	10.35665	10.50736	10.38987	10.46442	10.18840	10.39237	10.41385	10.30195	10.47806	10.24998	10.22524	10.27032	10.33754	10.35130
ILMN_2665568	8.35100	8.34450	8.35784	8.34526	8.36849	8.34556	8.35632	8.32660	8.32710	8.33357	8.36424	8.33772	8.33456	8.36912	8.34761	8.32955
ILMN_2665591	8.32567	8.32809	8.32201	8.33345	8.31669	8.31791	8.31363	8.30748	8.32814	8.32999	8.28643	8.29899	8.29502	8.32839	8.31272	8.29363
ILMN_2665625	8.51508	8.54719	8.49357	8.55096	8.51265	8.49889	8.53571	8.50981	8.52116	8.55921	8.51638	8.52350	8.49719	8.47091	8.48900	8.54515
ILMN_2665629	8.64000	8.58339	8.67022	8.62587	8.59195	8.65179	8.53886	8.58591	8.66220	8.67216	8.61215	8.62275	8.68046	8.61544	8.69302	8.60573
ILMN_2665666	8.40502	8.40534	8.39380	8.45339	8.42178	8.39942	8.36734	8.44320	8.37685	8.33390	8.44523	8.36736	8.38609	8.38949	8.41359	8.41094
ILMN_2665681	9.18873	9.04994	9.01379	9.02444	8.97531	9.12320	9.22169	8.98868	9.02455	9.05828	9.07099	9.15243	9.28854	9.03858	9.10122	9.30280
ILMN_2665697	8.33984	8.32638	8.34094	8.32109	8.31513	8.35871	8.30916	8.37647	8.29974	8.31767	8.34590	8.36127	8.33239	8.33247	8.34382	8.31608
ILMN_2665715	8.71323	8.66948	8.59809	8.63990	8.66637	8.63909	8.77482	8.66361	8.65131	8.57151	8.71082	8.64585	8.61482	8.70454	8.63996	8.61391
ILMN_2665736	8.38850	8.38601	8.45998	8.38877	8.41031	8.50360	8.47914	8.42299	8.35412	8.41122	8.41212	8.37182	8.41706	8.39700	8.34608	8.40898
ILMN_2665749	8.39369	8.40405	8.38572	8.32586	8.35239	8.34580	8.41748	8.35067	8.34082	8.35715	8.33402	8.36267	8.36404	8.35913	8.35568	8.35140
ILMN_2665754	8.43811	8.38485	8.37051	8.32983	8.33390	8.34878	8.36469	8.35793	8.48794	8.38080	8.42509	8.43727	8.33235	8.32363	8.32630	8.39592
ILMN_2665757	8.30654	8.30934	8.34005	8.30572	8.29966	8.30038	8.29685	8.31318	8.30283	8.29012	8.29862	8.30993	8.29995	8.32568	8.29942	8.30648
ILMN_2665788	8.33649	8.39269	8.37862	8.33677	8.37359	8.36635	8.36825	8.38031	8.39304	8.33881	8.33038	8.35486	8.37390	8.36335	8.37193	8.38233
ILMN_2665797	12.32585	12.48559	12.48304	12.44187	12.34124	12.26558	12.44632	12.50072	12.53575	12.30335	12.33720	12.42662	12.40739	12.30130	12.31445	12.30731
ILMN_2665805	8.50448	8.44192	8.47294	8.48863	8.44074	8.42314	8.46256	8.44012	8.45876	8.45487	8.45663	8.44661	8.47546	8.48915	8.48455	8.45927
ILMN_2665813	8.42630	8.40353	8.35119	8.33449	8.35078	8.37192	8.37184	8.33967	8.34982	8.40347	8.38266	8.31614	8.36073	8.35164	8.36907	8.38167
ILMN_2665824	8.42780	8.35659	8.39065	8.36232	8.34839	8.38821	8.36373	8.37802	8.41347	8.39843	8.38007	8.34949	8.40727	8.40347	8.38682	8.36661
ILMN_2665841	8.32068	8.36010	8.34611	8.34636	8.36894	8.37681	8.34251	8.35123	8.36837	8.32779	8.36166	8.37189	8.35675	8.35204	8.33711	8.35715
ILMN_2665870	9.69804	9.59959	9.67876	9.66838	9.58489	9.57827	9.82351	9.55737	9.56013	9.74697	9.64078	9.72181	9.62021	9.71457	9.68790	9.80334
ILMN_2665889	9.49019	9.53894	9.47868	9.54233	9.46790	9.56843	9.54639	9.48222	9.50718	9.43854	9.45053	9.59496	9.50646	9.47481	9.51850	9.63682
ILMN_2665916	8.32007	8.32542	8.34127	8.38246	8.32411	8.32510	8.33346	8.31318	8.31705	8.32194	8.32348	8.32326	8.31959	8.33571	8.32297	8.30952
ILMN_2665943	8.36032	8.34831	8.36550	8.34425	8.35575	8.36891	8.34167	8.34538	8.32802	8.30261	8.33798	8.33982	8.33567	8.38266	8.36426	8.33050
ILMN_2665948	8.74315	8.79189	8.67890	8.66309	8.68352	8.73481	8.89612	8.71813	8.76332	8.74949	8.73001	8.72290	8.88960	8.71013	8.78985	8.66586
ILMN_2665959	8.67437	8.63109	8.72573	8.63415	8.72079	8.70142	8.76162	8.64679	8.64022	8.69013	8.72635	8.78478	8.69233	8.75654	8.71653	8.77513
ILMN_2665975	8.33304	8.33116	8.32893	8.31718	8.30357	8.33545	8.28315	8.30349	8.31817	8.33905	8.31874	8.31062	8.34156	8.33021	8.29694	8.32301
ILMN_2665980	8.30786	8.31075	8.32308	8.37352	8.29149	8.31215	8.32636	8.31158	8.29962	8.31257	8.31476	8.31849	8.33779	8.28776	8.29227	8.32570
ILMN_2665994	8.35756	8.37017	8.35783	8.36012	8.36796	8.36985	8.38015	8.37626	8.36941	8.37222	8.34111	8.40477	8.37277	8.36037	8.39329	8.37265
ILMN_2666007	8.51790	8.59387	8.56769	8.54905	8.62809	8.60612	8.49900	8.60476	8.58342	8.50864	8.54798	8.52237	8.50956	8.60639	8.54115	8.49311
ILMN_2666018	10.51968	10.22514	10.06122	10.48723	10.53401	10.24442	10.31863	10.22378	10.04995	9.91553	10.53146	10.12904	9.92032	10.28158	10.50189	9.85989
ILMN_2666038	8.33119	8.33293	8.29332	8.33138	8.32203	8.29811	8.31058	8.32903	8.31315	8.32901	8.33513	8.31437	8.32464	8.33278	8.32812	8.31918
ILMN_2666043	8.34965	8.32437	8.33561	8.34396	8.30563	8.31614	8.32101	8.29543	8.33328	8.31702	8.38075	8.35452	8.30994	8.30564	8.29588	8.32909
ILMN_2666061	14.65402	14.51440	14.58270	14.59074	14.53236	14.59036	14.52497	14.64517	14.61858	14.60907	14.43478	14.57083	14.72951	14.47971	14.58052	14.55857
ILMN_2666070	8.33035	8.32177	8.32637	8.33461	8.30737	8.31013	8.31830	8.31395	8.31530	8.34050	8.31040	8.30343	8.29464	8.34628	8.32801	8.35832
ILMN_2666080	8.32171	8.32789	8.31478	8.31560	8.29730	8.30939	8.30696	8.30531	8.34540	8.31163	8.33417	8.29265	8.32365	8.32885	8.30733	8.33069
ILMN_2666101	8.34620	8.32439	8.34894	8.41411	8.35303	8.36255	8.35566	8.32332	8.35335	8.37201	8.38790	8.34467	8.36117	8.34707	8.32697	8.38480
ILMN_2666108	9.69239	9.65508	9.67187	9.59819	9.67532	9.60777	9.61162	9.66269	9.72796	9.62495	9.59846	9.55260	9.68405	9.62037	9.52449	9.77375
ILMN_2666134	8.32217	8.30824	8.32609	8.34083	8.32110	8.30793	8.28356	8.30459	8.30652	8.31280	8.32977	8.31436	8.28071	8.29632	8.28987	8.29560
ILMN_2666136	8.34218	8.31643	8.37303	8.35671	8.37992	8.33361	8.34875	8.39704	8.35171	8.33967	8.34179	8.36165	8.34689	8.33435	8.36462	8.37515
ILMN_2666155	8.38208	8.35879	8.38259	8.39293	8.41682	8.39464	8.41542	8.38674	8.40881	8.42899	8.39825	8.41421	8.42500	8.39277	8.41252	8.40737
ILMN_2666173	8.31899	8.33381	8.33348	8.28831	8.29608	8.27088	8.30306	8.28823	8.30992	8.31529	8.28736	8.29586	8.32542	8.29607	8.28279	8.28768
ILMN_2666181	8.51441	8.49464	8.51107	8.64883	8.52247	8.50557	8.50578	8.43965	8.44473	8.51482	8.51183	8.48599	8.49542	8.57077	8.51087	8.44095
ILMN_2666190	12.72183	12.71142	12.70303	12.60079	12.63035	12.59107	12.62604	12.58305	12.72771	12.76794	12.69191	12.65706	12.68008	12.68279	12.57883	12.48444
ILMN_2666205	8.30398	8.29078	8.29555	8.30617	8.28843	8.30076	8.30911	8.31444	8.31131	8.36913	8.31705	8.31325	8.29464	8.31939	8.30618	8.31323
ILMN_2666225	10.28887	10.25413	10.28737	10.18419	10.29446	10.20675	10.05556	10.32174	10.32878	10.32460	10.14080	10.24173	10.11394	10.52913	10.44344	10.14030
ILMN_2666236	8.31428	8.31233	8.31898	8.32553	8.30184	8.32698	8.30262	8.30394	8.32732	8.31024	8.31020	8.32174	8.30220	8.29748	8.32035	8.31101
ILMN_2666272	9.35683	9.42254	9.35331	9.29455	9.39969	9.13588	9.16817	9.39169	9.39656	9.17475	9.29977	9.31264	9.27569	9.38882	9.20470	9.27073
ILMN_2666279	10.10195	10.07329	9.96160	9.98767	10.02141	9.72901	10.06132	9.77323	9.28734	9.83019	10.13382	10.05416	10.36404	10.35226	9.99378	10.37094
ILMN_2666297	8.83921	8.68331	8.79954	8.80139	8.75151	8.67788	8.83044	8.78218	8.65839	8.72390	8.70697	8.86980	8.74751	8.79688	8.85056	8.85268
ILMN_2666312	8.41079	8.37566	8.42835	8.39225	8.35397	8.35749	8.38947	8.37448	8.35748	8.39026	8.35685	8.43812	8.35132	8.42986	8.40676	8.38233
ILMN_2666320	8.32124	8.32429	8.32121	8.31422	8.32569	8.33499	8.33003	8.31508	8.31277	8.33013	8.33321	8.32667	8.37208	8.31318	8.33801	8.34489
ILMN_2666330	8.30478	8.35088	8.36138	8.38673	8.32075	8.34414	8.36338	8.31135	8.34527	8.32957	8.33688	8.35357	8.32216	8.32659	8.33751	8.32437
ILMN_2666340	8.37138	8.32734	8.35338	8.34550	8.39053	8.33227	8.38640	8.35899	8.35498	8.34726	8.33811	8.35355	8.37519	8.33294	8.36765	8.36046
ILMN_2666347	8.47523	8.54993	8.49598	8.47267	8.45357	8.52316	8.55626	8.42891	8.52476	8.51239	8.43359	8.46830	8.54342	8.42243	8.45088	8.59661
ILMN_2666371	8.37609	8.40526	8.37465	8.41788	8.41199	8.40304	8.37530	8.37886	8.38870	8.37507	8.38485	8.37251	8.40251	8.41680	8.38316	8.37161
ILMN_2666380	8.46858	8.44223	8.39089	8.42028	8.45537	8.46678	8.43052	8.40072	8.45817	8.49624	8.42668	8.45495	8.44464	8.47983	8.45511	8.44729
ILMN_2666406	10.15261	10.26912	10.26970	10.28044	10.14197	10.08183	10.17650	10.25611	10.06515	10.10117	10.20428	10.12945	10.20006	10.22160	10.20360	10.34333
ILMN_2666416	8.65213	8.67608	8.63569	8.68805	8.60535	8.62528	8.65554	8.62807	8.66358	8.69628	8.65507	8.66843	8.63971	8.65685	8.65310	8.65107
ILMN_2666418	8.30883	8.35423	8.30612	8.32799	8.32133	8.33228	8.37464	8.32741	8.34410	8.33707	8.34319	8.36767	8.37473	8.32863	8.34421	8.35677
ILMN_2666438	10.62221	10.61599	10.51062	10.64568	10.47562	10.62506	10.30091	10.60728	10.65656	10.69371	10.62129	10.71138	10.52013	10.48013	10.59114	10.49604
ILMN_2666445	8.70098	8.74721	8.80121	8.80637	8.70500	8.85142	8.79048	8.74628	8.78786	8.88897	8.68120	8.77964	8.74828	8.71074	8.75345	8.82036
ILMN_2666458	8.32564	8.34817	8.35323	8.32590	8.30510	8.31328	8.33682	8.29881	8.31892	8.33888	8.29101	8.31919	8.34498	8.31006	8.30559	8.31947
ILMN_2666483	9.67971	9.84100	9.72589	9.68604	9.69178	9.67210	9.65418	9.73988	9.86431	9.75744	9.77282	9.76293	9.61285	9.62140	9.49173	9.65946
ILMN_2666487	9.85678	10.01114	9.86764	9.99130	9.87221	9.80104	9.88313	9.89364	9.87082	9.86922	9.98287	9.91768	9.91565	9.95024	9.66648	9.88872
ILMN_2666491	8.34939	8.34723	8.35728	8.30306	8.33722	8.34044	8.36131	8.34822	8.34610	8.36961	8.35088	8.35635	8.33912	8.32666	8.34778	8.34886
ILMN_2666492	8.35194	8.36620	8.31448	8.31252	8.33184	8.32575	8.32261	8.36004	8.36171	8.34080	8.33003	8.34074	8.31920	8.34357	8.33114	8.32679
ILMN_2666519	8.36648	8.34119	8.34192	8.32807	8.32536	8.32315	8.35253	8.33176	8.31595	8.32031	8.33382	8.33605	8.31735	8.31254	8.31806	8.34106
ILMN_2666526	8.31236	8.30539	8.34949	8.32648	8.30949	8.32547	8.34097	8.33282	8.36714	8.31791	8.32050	8.33024	8.34908	8.34616	8.32925	8.29899
ILMN_2666574	8.34123	8.33984	8.39598	8.34197	8.34457	8.34122	8.37136	8.33408	8.32426	8.34476	8.37060	8.34910	8.31929	8.31692	8.30686	8.36444
ILMN_2666582	8.41334	8.43067	8.46422	8.41902	8.39902	8.39876	8.42133	8.41390	8.44306	8.41442	8.40996	8.43456	8.41586	8.39819	8.40300	8.44228
ILMN_2666607	8.34690	8.39693	8.43846	8.41524	8.38167	8.44119	8.37351	8.42022	8.41247	8.36827	8.33565	8.37934	8.38626	8.38237	8.38167	8.42688
ILMN_2666622	8.35695	8.33502	8.32794	8.35017	8.32215	8.32921	8.33681	8.34916	8.32993	8.34251	8.33585	8.31288	8.35324	8.35177	8.33952	8.34551
ILMN_2666640	8.37325	8.37044	8.36776	8.33544	8.39505	8.41150	8.40811	8.41638	8.45955	8.43908	8.43540	8.43123	8.40520	8.36524	8.39680	8.46687
ILMN_2666669	8.68163	8.74670	8.81809	8.73262	8.70601	8.76340	8.73804	8.74507	8.76750	8.71942	8.69570	8.74208	8.74877	8.75009	8.77797	8.76214
ILMN_2666677	8.31699	8.32833	8.32461	8.32123	8.35000	8.33023	8.35130	8.29977	8.30477	8.34281	8.29932	8.33221	8.35635	8.30657	8.33820	8.32018
ILMN_2666679	8.33109	8.30436	8.31130	8.32392	8.31097	8.34126	8.32602	8.30795	8.34326	8.29874	8.30387	8.31130	8.31248	8.30894	8.30303	8.33145
ILMN_2666690	8.85561	8.69661	8.71310	8.63781	8.81513	8.69040	8.87409	8.67369	8.79840	8.81893	8.84778	8.74576	8.73939	8.81420	8.87912	8.83189
ILMN_2666747	10.24470	10.21798	10.32474	10.28363	10.03839	10.13734	10.15310	9.99642	10.24182	10.39166	9.98299	10.16490	10.44363	10.29358	10.15376	10.33750
ILMN_2666764	8.35549	8.36287	8.32873	8.33762	8.36325	8.36026	8.35677	8.34791	8.36322	8.34253	8.35320	8.37460	8.35514	8.33183	8.37949	8.35255
ILMN_2666792	8.41800	8.41005	8.42494	8.33386	8.39649	8.37552	8.39230	8.41530	8.41725	8.38707	8.40592	8.41404	8.38080	8.43576	8.37596	8.40516
ILMN_2666812	8.30325	8.31160	8.30793	8.30560	8.33024	8.32369	8.32964	8.32968	8.31132	8.33045	8.34155	8.34465	8.32781	8.34578	8.31514	8.33032
ILMN_2666864	14.88692	14.97370	14.89893	14.99941	14.93944	14.96041	14.88755	14.90042	15.06108	14.99211	14.88144	14.92900	15.00904	14.87709	15.04761	14.95289
ILMN_2666893	8.35616	8.34910	8.34603	8.37556	8.32134	8.33972	8.33074	8.33426	8.33832	8.34330	8.36339	8.33691	8.32988	8.33809	8.36012	8.38635
ILMN_2666945	8.33611	8.34504	8.31962	8.33118	8.31767	8.32715	8.33602	8.33485	8.32785	8.32349	8.32724	8.32619	8.34267	8.29665	8.32151	8.32834
ILMN_2666956	8.36314	8.38734	8.34191	8.31860	8.34798	8.35735	8.36862	8.35573	8.37111	8.43037	8.35947	8.31675	8.35304	8.35665	8.34900	8.37647
ILMN_2666965	8.30770	8.29229	8.32450	8.31623	8.28283	8.30104	8.34494	8.29162	8.29871	8.32958	8.29035	8.28607	8.29422	8.28893	8.31526	8.29776
ILMN_2666990	14.45203	14.45579	14.35396	14.36552	14.33116	14.35405	14.30955	14.37821	14.51852	14.47206	14.35657	14.41996	14.37229	14.34004	14.42906	14.37809
ILMN_2666999	9.02516	9.04923	9.00421	8.85501	9.06767	9.12726	9.07275	9.19005	9.22566	8.96191	9.04011	9.12235	9.09393	9.04610	9.10615	9.15028
ILMN_2667020	10.72624	10.73113	10.69141	10.73168	10.77191	10.83041	10.79156	10.88202	10.94052	10.79311	10.80509	10.80092	10.90333	10.73360	10.85348	10.92308
ILMN_2667033	9.25086	9.31980	9.27805	9.26004	9.12891	9.22522	9.30254	9.20290	9.19549	9.20896	9.18234	9.30013	9.22961	9.16395	9.24473	9.18564
ILMN_2667055	8.38681	8.33902	8.35875	8.35316	8.36931	8.37337	8.35259	8.34956	8.32108	8.37683	8.34332	8.36127	8.32781	8.32719	8.37938	8.34647
ILMN_2667091	14.11762	14.21576	14.35328	14.46886	14.18921	14.17816	14.43383	14.15987	14.31088	14.32012	14.29731	13.93446	14.44586	14.33979	14.31386	14.36509
ILMN_2667100	10.69065	10.51489	10.55995	10.53160	10.59640	10.49099	10.43381	10.54024	10.47645	10.48971	10.45640	10.45845	10.53485	10.60166	10.50759	10.46406
ILMN_2667101	12.44248	12.45320	12.37396	12.34554	12.28317	12.30641	12.45398	12.26435	12.19929	12.34735	12.45581	12.37151	12.34813	12.49298	12.36838	12.27842
ILMN_2667132	8.30318	8.30320	8.31080	8.29870	8.30061	8.31537	8.29401	8.34045	8.30170	8.30947	8.30308	8.31946	8.31254	8.29420	8.32041	8.31656
ILMN_2667144	8.41711	8.38607	8.39419	8.38445	8.39636	8.37608	8.36210	8.36967	8.39757	8.36869	8.37361	8.31264	8.37554	8.38929	8.35939	8.37646
ILMN_2667181	8.32184	8.31652	8.30999	8.33819	8.32003	8.32514	8.32821	8.32377	8.31531	8.29384	8.35957	8.31077	8.30061	8.28528	8.33377	8.36026
ILMN_2667219	13.02604	13.03932	13.22871	12.98735	12.94322	13.11157	12.99906	12.92132	13.16042	13.20245	13.17805	13.07996	13.21751	13.19393	13.02959	13.09207
ILMN_2667234	8.49043	8.49604	8.50720	8.53536	8.46533	8.48233	8.50779	8.49280	8.55669	8.49823	8.50754	8.52969	8.51010	8.49286	8.49746	8.44831
ILMN_2667257	8.48503	8.44432	8.53281	8.55090	8.44938	8.41746	8.40937	8.41342	8.44364	8.55888	8.47677	8.43164	8.39307	8.44850	8.45579	8.46549
ILMN_2667269	8.37755	8.36254	8.33587	8.44139	8.38615	8.36780	8.42082	8.39515	8.38420	8.34309	8.41211	8.40599	8.40927	8.38291	8.40040	8.40803
ILMN_2667300	8.33942	8.34467	8.34893	8.35634	8.33183	8.39369	8.35753	8.39831	8.38501	8.35408	8.35781	8.31116	8.31682	8.34712	8.36252	8.36921
ILMN_2667335	8.35673	8.37305	8.38209	8.35886	8.35239	8.40363	8.40132	8.37277	8.36265	8.35096	8.30618	8.34765	8.36107	8.37650	8.38998	8.34112
ILMN_2667346	9.09564	9.33336	9.15798	9.26709	9.11352	9.17017	9.06676	9.10148	9.22377	9.28113	9.03017	8.91651	9.01824	9.11123	9.31681	9.07975
ILMN_2667352	12.42571	12.48856	12.46928	12.40127	12.45604	12.48070	12.58078	12.46615	12.44585	12.28413	12.49453	12.39744	12.44293	12.46849	12.37097	12.51833
ILMN_2667369	9.33077	9.24683	9.25350	9.34027	9.34069	9.24878	9.32672	9.38224	9.38682	9.14807	9.24678	9.28051	9.22747	9.21451	9.37462	9.38825
ILMN_2667384	8.81354	8.98973	8.96834	9.01338	8.98286	9.02718	8.93231	8.91250	8.82615	8.69513	8.77628	8.64596	8.77677	8.69717	8.72318	8.78731
ILMN_2667396	8.32894	8.34670	8.34305	8.35092	8.35509	8.33213	8.32616	8.34905	8.32927	8.31504	8.34071	8.33515	8.30655	8.36228	8.33055	8.34031
ILMN_2667404	8.51029	8.49827	8.49831	8.48336	8.50464	8.51797	8.48140	8.49679	8.53200	8.55960	8.53426	8.47602	8.48458	8.52146	8.48961	8.53002
ILMN_2667428	8.33201	8.32031	8.34126	8.33608	8.34002	8.33223	8.31413	8.31258	8.31597	8.32110	8.30365	8.32601	8.34145	8.29658	8.29995	8.31955
ILMN_2667432	8.32193	8.33578	8.33284	8.31216	8.33003	8.31765	8.34448	8.34957	8.33319	8.34758	8.33004	8.31348	8.32836	8.30517	8.31389	8.31114
